rnti,id,frame,slot,pci,timestamp,dlBytes,dlMcs,dlBler,ulBytes,ulMcs,ulBler,ri,pmi,phr,pcmax,rsrq,sinr,rsrp,rssi,cqi,pucchSnr,puschSnr
b075,12345678,622,17,0,1689147805740,2096098,9,0,1714095,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,20,31.5
b075,12345678,722,17,0,1689147806740,2098469,9,0,1716197,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101,15,22,28
b075,12345678,822,17,0,1689147807740,2100623,9,0,1718299,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30
b075,12345678,922,17,0,1689147808740,2102994,9,0,1720401,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,22,27.5
b075,12345678,1022,17,0,1689147809740,2105349,9,0,1722503,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,31
b075,12345678,98,17,0,1689147810740,2107704,9,0,1724412,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,29
b075,12345678,198,17,0,1689147811740,2110075,9,0,1726498,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.9,15,23,28
b075,12345678,298,17,0,1689147812740,2112229,9,0,1728616,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,398,17,0,1689147813740,2114584,9,0,1730702,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.5,15,21,28
b075,12345678,498,17,0,1689147814740,2116955,9,0,1732820,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,598,17,0,1689147815740,2119326,9,0,1734713,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,93.7,15,21,31
b075,12345678,698,17,0,1689147816740,2121697,9,0,1736815,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,93.7,15,21,31.5
b075,12345678,798,17,0,1689147817740,2123835,9,0,1738917,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92.9,15,19,32.5
b075,12345678,898,17,0,1689147818740,2126190,9,0,1741019,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92.9,15,21,31.5
b075,12345678,998,17,0,1689147819740,2128561,9,0,1743121,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92.9,15,19,31.5
b075,12345678,74,17,0,1689147820740,2130715,9,0,1745131,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,31
b075,12345678,174,17,0,1689147821740,2133070,9,0,1747040,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,29
b075,12345678,274,17,0,1689147822740,2135441,9,0,1749126,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.7,15,22,27.5
b075,12345678,374,17,0,1689147823740,2137595,9,0,1751244,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,29.5
b075,12345678,474,17,0,1689147824740,2139966,9,0,1753330,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,21,27.5
b075,12345678,574,17,0,1689147825740,2142321,9,0,1755448,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,674,17,0,1689147826740,2144692,9,0,1757341,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,29.5
b075,12345678,774,17,0,1689147827740,2147047,9,0,1759443,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101,15,22,27.5
b075,12345678,874,17,0,1689147828740,2149201,9,0,1761545,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30.5
b075,12345678,974,17,0,1689147829740,2151556,9,0,1763647,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,21,28
b075,12345678,50,17,0,1689147830740,2153927,9,0,1765749,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,30
b075,12345678,150,17,0,1689147831740,2156298,9,0,1767658,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,90.7,15,20,29
b075,12345678,250,17,0,1689147832740,2158669,9,0,1769744,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.6,15,22,27.5
b075,12345678,350,17,0,1689147833740,2160807,9,0,1771862,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,450,17,0,1689147834740,2163178,9,0,1773948,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,21,28
b075,12345678,550,17,0,1689147835740,2165533,9,0,1776066,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,28
b075,12345678,650,17,0,1689147836740,2167904,9,0,1777959,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30
b075,12345678,750,17,0,1689147837740,2170259,9,0,1780061,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.1,15,22,28
b075,12345678,850,17,0,1689147838740,2172413,9,0,1782163,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,950,17,0,1689147839740,2174784,9,0,1784265,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.7,15,20,28
b075,12345678,26,17,0,1689147840740,2177155,9,0,1786367,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,126,17,0,1689147841740,2179510,9,0,1788276,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30
b075,12345678,226,17,0,1689147842740,2181881,9,0,1790362,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.1,15,21,27.5
b075,12345678,326,17,0,1689147843740,2184035,9,0,1792480,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,30.5
b075,12345678,426,17,0,1689147844740,2186406,9,0,1794566,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.7,15,21,27.5
b075,12345678,526,17,0,1689147845740,2188761,9,0,1796684,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,626,17,0,1689147846740,2191132,9,0,1798577,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,28.5
b075,12345678,726,17,0,1689147847740,2193503,9,0,1800679,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101,15,21,28
b075,12345678,826,17,0,1689147848740,2197114,9,0,1803746,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30
b075,12345678,926,17,0,1689147849740,2199686,9,0,1805940,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,93.7,15,21,31
b075,12345678,2,17,0,1689147850740,2263405,9,0,1811753,9,0,1,"(0,0)",59,23,-10.5,23.5,-79,89,15,23,28.5
b075,12345678,102,17,0,1689147851740,2265760,9,0,1813561,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,29
b075,12345678,202,17,0,1689147852740,2268131,9,0,1815647,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,102.9,15,21,28.5
b075,12345678,302,17,0,1689147853740,2270269,9,0,1817765,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,20,30
b075,12345678,402,17,0,1689147854740,2272640,9,0,1819851,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,101,15,21,28.5
b075,12345678,502,17,0,1689147855740,2275011,9,0,1821969,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,92,15,21,30
b075,12345678,602,17,0,1689147856740,2277382,9,0,1823862,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,20,30.5
b075,12345678,702,17,0,1689147857740,2279737,9,0,1825964,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,101.9,15,22,28.5
b075,12345678,802,17,0,1689147858740,2281891,9,0,1828066,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,20,30
b075,12345678,902,17,0,1689147859740,2284246,9,0,1830168,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,101.1,15,21,28.5
b075,12345678,1002,17,0,1689147860740,2286617,9,0,1832270,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,30
b075,12345678,78,17,0,1689147861740,2288972,9,0,1834179,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,20,29
b075,12345678,178,17,0,1689147862740,2291343,9,0,1836265,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.4,15,21,28
b075,12345678,278,17,0,1689147863740,2293497,9,0,1838383,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30
b075,12345678,378,17,0,1689147864740,2295868,9,0,1840469,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.7,15,21,28
b075,12345678,478,17,0,1689147865740,2298223,9,0,1842587,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,31
b075,12345678,578,17,0,1689147866740,2300594,9,0,1844480,9,0,1,"(0,0)",56,23,-10.5,23.5,-79,92.9,15,21,31
b075,12345678,678,17,0,1689147867740,2302949,9,0,1846582,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92,15,20,29
b075,12345678,778,17,0,1689147868740,2305103,9,0,1848684,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92,15,18,31.5
b075,12345678,878,17,0,1689147869740,2307458,9,0,1850786,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92,15,21,30.5
b075,12345678,978,17,0,1689147870740,2309829,9,0,1852888,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,94.4,15,22,32
b075,12345678,54,17,0,1689147871740,2311983,9,0,1854898,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,154,17,0,1689147872740,2314354,9,0,1856807,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29
b075,12345678,254,17,0,1689147873740,2316709,9,0,1858893,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.7,15,22,27.5
b075,12345678,354,17,0,1689147874740,2318863,9,0,1861011,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,454,17,0,1689147875740,2321234,9,0,1863097,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.9,15,22,29
b075,12345678,554,17,0,1689147876740,2323589,9,0,1865215,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,29.5
b075,12345678,654,17,0,1689147877740,2325944,9,0,1867108,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30
b075,12345678,754,17,0,1689147878740,2328315,9,0,1869210,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,20,28.5
b075,12345678,854,17,0,1689147879740,2330469,9,0,1871312,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,31.5
b075,12345678,954,17,0,1689147880740,2332840,9,0,1873414,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102,15,21,28
b075,12345678,30,17,0,1689147881740,2335195,9,0,1875516,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30.5
b075,12345678,130,17,0,1689147882740,2337566,9,0,1877425,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,30.5
b075,12345678,230,17,0,1689147883740,2339937,9,0,1879511,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,100.6,15,21,27.5
b075,12345678,330,17,0,1689147884740,2342091,9,0,1881629,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,21,30
b075,12345678,430,17,0,1689147885740,2344446,9,0,1883715,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.1,15,21,28
b075,12345678,530,17,0,1689147886740,2346817,9,0,1885833,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,30.5
b075,12345678,630,17,0,1689147887740,2349188,9,0,1887726,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,29
b075,12345678,730,17,0,1689147888740,2351559,9,0,1889828,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102.1,15,22,28
b075,12345678,830,17,0,1689147889740,2353697,9,0,1891930,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,930,17,0,1689147890740,2356068,9,0,1894032,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,101.4,15,21,28
b075,12345678,6,17,0,1689147891740,2358439,9,0,1896134,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,92,15,21,28
b075,12345678,106,17,0,1689147892740,2360794,9,0,1898043,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,21,29.5
b075,12345678,206,17,0,1689147893740,2363149,9,0,1900129,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,101.3,15,22,28
b075,12345678,306,17,0,1689147894740,2365303,9,0,1902247,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,92,15,21,29.5
b075,12345678,406,17,0,1689147895740,2367674,9,0,1904333,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,101,15,21,28
b075,12345678,506,17,0,1689147896740,2370045,9,0,1906451,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,92,15,21,30.5
b075,12345678,606,17,0,1689147897740,2372400,9,0,1908344,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,31.5
b075,12345678,706,17,0,1689147898740,2374771,9,0,1910446,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101,15,22,28
b075,12345678,806,17,0,1689147899740,2376925,9,0,1912548,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,31
b075,12345678,906,17,0,1689147900740,2379280,9,0,1914650,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102.5,15,22,27.5
b075,12345678,1006,17,0,1689147901740,2381635,9,0,1916752,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,23,30
b075,12345678,82,17,0,1689147902740,2384006,9,0,1918661,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,30
b075,12345678,182,17,0,1689147903740,2386377,9,0,1920747,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.7,15,22,28
b075,12345678,282,17,0,1689147904740,2388531,9,0,1922865,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30.5
b075,12345678,382,17,0,1689147905740,2390886,9,0,1924951,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.7,15,21,27.5
b075,12345678,482,17,0,1689147906740,2393257,9,0,1927069,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,30.5
b075,12345678,582,17,0,1689147907740,2395628,9,0,1928962,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,31
b075,12345678,682,17,0,1689147908740,2397983,9,0,1931064,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.1,15,21,28.5
b075,12345678,782,17,0,1689147909740,2400121,9,0,1933166,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,30.5
b075,12345678,882,17,0,1689147910740,2402492,9,0,1935268,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.7,15,22,27.5
b075,12345678,982,17,0,1689147911740,2404863,9,0,1937370,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30.5
b075,12345678,58,17,0,1689147912740,2407234,9,0,1939279,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,29
b075,12345678,158,17,0,1689147913740,2409589,9,0,1941365,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102,15,22,28
b075,12345678,258,17,0,1689147914740,2411743,9,0,1943483,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,30
b075,12345678,358,17,0,1689147915740,2414114,9,0,1945569,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.4,15,22,28
b075,12345678,458,17,0,1689147916740,2416469,9,0,1947687,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,30.5
b075,12345678,558,17,0,1689147917740,2418824,9,0,1949580,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92.9,15,20,31.5
b075,12345678,658,17,0,1689147918740,2421195,9,0,1951682,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92.9,15,21,31
b075,12345678,758,17,0,1689147919740,2423349,9,0,1953784,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,93.7,15,22,32
b075,12345678,858,17,0,1689147920740,2425720,9,0,1955886,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,94.4,15,19,33
b075,12345678,958,17,0,1689147921740,2428075,9,0,1957988,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,94.4,15,23,32.5
b075,12345678,34,17,0,1689147922740,2430229,9,0,1959998,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,30.5
b075,12345678,134,17,0,1689147923740,2432600,9,0,1961907,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,23,30
b075,12345678,234,17,0,1689147924740,2434971,9,0,1963993,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102.6,15,22,29
b075,12345678,334,17,0,1689147925740,2437109,9,0,1966111,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,30.5
b075,12345678,434,17,0,1689147926740,2439480,9,0,1968197,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,23,28
b075,12345678,534,17,0,1689147927740,2441851,9,0,1970315,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29
b075,12345678,634,17,0,1689147928740,2444222,9,0,1972208,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,92,15,20,30.5
b075,12345678,734,17,0,1689147929740,2446577,9,0,1974310,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,98.3,15,19,27.5
b075,12345678,834,17,0,1689147930740,2448731,9,0,1976412,9,0,1,"(0,0)",58,23,-10.5,23.5,-79,90.7,15,21,30
b075,12345678,934,17,0,1689147931740,2451102,9,0,1978514,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.1,15,20,28
b075,12345678,10,17,0,1689147932740,2453473,9,0,1980616,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,28.5
b075,12345678,110,17,0,1689147933740,2455812,9,0,1982525,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,22,29
b075,12345678,210,17,0,1689147934740,2458183,9,0,1984611,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.1,15,20,27.5
b075,12345678,310,17,0,1689147935740,2460337,9,0,1986729,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30
b075,12345678,410,17,0,1689147936740,2462708,9,0,1988815,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.3,15,20,28
b075,12345678,510,17,0,1689147937740,2465063,9,0,1990933,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,30
b075,12345678,610,17,0,1689147938740,2467434,9,0,1992826,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,29
b075,12345678,710,17,0,1689147939740,2469805,9,0,1994928,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,21,28.5
b075,12345678,810,17,0,1689147940740,2471959,9,0,1997030,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,89,15,18,30
b075,12345678,910,17,0,1689147941740,2474298,9,0,1999132,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,99.8,15,19,28.5
b075,12345678,1010,17,0,1689147942740,2476669,9,0,2001234,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,19,29.5
b075,12345678,86,17,0,1689147943740,2479040,9,0,2003143,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,89,15,20,29
b075,12345678,186,17,0,1689147944740,2481411,9,0,2005229,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,99.8,15,19,28.5
b075,12345678,286,17,0,1689147945740,2483549,9,0,2007347,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,19,29.5
b075,12345678,386,17,0,1689147946740,2485920,9,0,2009433,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,99.4,15,18,29
b075,12345678,486,17,0,1689147947740,2488291,9,0,2011551,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,89,15,19,28.5
b075,12345678,586,17,0,1689147948740,2490662,9,0,2013444,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,89,15,19,28
b075,12345678,686,17,0,1689147949740,2493001,9,0,2015546,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.1,15,21,28.5
b075,12345678,786,17,0,1689147950740,2495155,9,0,2017648,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,886,17,0,1689147951740,2497526,9,0,2019750,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.4,15,21,28
b075,12345678,986,17,0,1689147952740,2499897,9,0,2021852,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,89,15,20,27.5
b075,12345678,62,17,0,1689147953740,2502252,9,0,2023761,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,92,15,21,30
b075,12345678,162,17,0,1689147954740,2504623,9,0,2025847,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.1,15,20,28.5
b075,12345678,262,17,0,1689147955740,2506777,9,0,2027965,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,29
b075,12345678,362,17,0,1689147956740,2509148,9,0,2030051,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,21,29
b075,12345678,462,17,0,1689147957740,2511487,9,0,2032169,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,21,29.5
b075,12345678,562,17,0,1689147958740,2513858,9,0,2034062,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,90.7,15,20,29.5
b075,12345678,662,17,0,1689147959740,2516229,9,0,2036164,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,101,15,20,28
b075,12345678,762,17,0,1689147960740,2518383,9,0,2038266,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,92,15,20,29.5
b075,12345678,862,17,0,1689147961740,2520738,9,0,2040368,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,101.1,15,21,28.5
b075,12345678,962,17,0,1689147962740,2523109,9,0,2042470,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29.5
b075,12345678,38,17,0,1689147963740,2525480,9,0,2044379,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,89,15,19,27.5
b075,12345678,138,17,0,1689147964740,2527851,9,0,2046465,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.7,15,19,28
b075,12345678,238,17,0,1689147965740,2529989,9,0,2048583,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,30
b075,12345678,338,17,0,1689147966740,2532360,9,0,2050669,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.6,15,21,28
b075,12345678,438,17,0,1689147967740,2534731,9,0,2052787,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,31
b075,12345678,538,17,0,1689147968740,2537102,9,0,2054680,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92.9,15,20,32
b075,12345678,638,17,0,1689147969740,2539457,9,0,2056782,9,0,1,"(0,0)",56,23,-10.5,23.5,-81,94.4,15,21,31.5
b075,12345678,738,17,0,1689147970740,2543833,9,0,2060232,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,90.7,15,19,30
b075,12345678,838,17,0,1689147971740,2546204,9,0,2062368,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,20,29.5
b075,12345678,938,17,0,1689147972740,2548575,9,0,2064550,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92.9,15,20,31
b075,12345678,14,17,0,1689147973740,2550713,9,0,2066560,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,29
b075,12345678,114,17,0,1689147974740,2553068,9,0,2068469,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,19,29.5
b075,12345678,214,17,0,1689147975740,2555439,9,0,2070555,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,100.6,15,20,28
b075,12345678,314,17,0,1689147976740,2557593,9,0,2072673,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,19,29.5
b075,12345678,414,17,0,1689147977740,2559948,9,0,2074759,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,99.8,15,21,27
b075,12345678,514,17,0,1689147978740,2562319,9,0,2076877,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,28.5
b075,12345678,614,17,0,1689147979740,2564690,9,0,2078770,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,29
b075,12345678,714,17,0,1689147980740,2567061,9,0,2080872,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.4,15,21,27
b075,12345678,814,17,0,1689147981740,2569199,9,0,2082974,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,90.7,15,21,30.5
b075,12345678,914,17,0,1689147982740,2571554,9,0,2085076,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.3,15,21,28
b075,12345678,1014,17,0,1689147983740,2573925,9,0,2087178,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,19,29.5
b075,12345678,90,17,0,1689147984740,2576296,9,0,2089087,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,20,30.5
b075,12345678,190,17,0,1689147985740,2578651,9,0,2091173,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.7,15,20,29
b075,12345678,290,17,0,1689147986740,2580805,9,0,2093291,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,19,30.5
b075,12345678,390,17,0,1689147987740,2583176,9,0,2095377,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,100.3,15,18,29
b075,12345678,490,17,0,1689147988740,2585547,9,0,2097495,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,90.7,15,19,29.5
b075,12345678,590,17,0,1689147989740,2587902,9,0,2099388,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,92,15,20,30.5
b075,12345678,690,17,0,1689147990740,2590257,9,0,2101490,9,0,1,"(0,0)",56,23,-10.5,23.5,-81,101.7,15,21,29
b075,12345678,790,17,0,1689147991740,2592411,9,0,2103592,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,90.7,15,20,29.5
b075,12345678,890,17,0,1689147992740,2594782,9,0,2105694,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,101.4,15,19,29
b075,12345678,990,17,0,1689147993740,2597137,9,0,2107796,9,0,1,"(0,0)",56,23,-10.5,23.5,-81,90.7,15,21,30
b075,12345678,66,17,0,1689147994740,2599508,9,0,2109705,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,90.7,15,21,30
b075,12345678,166,17,0,1689147995740,2601879,9,0,2111791,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,102.1,15,23,29
b075,12345678,266,17,0,1689147996740,2604033,9,0,2113909,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,92,15,22,29
b075,12345678,366,17,0,1689147997740,2606388,9,0,2115995,9,0,1,"(0,0)",56,23,-10.5,23.5,-81,102.6,15,22,28
b075,12345678,466,17,0,1689147998740,2608743,9,0,2118113,9,0,1,"(0,0)",56,23,-10.5,23.5,-81,92.9,15,22,30.5
b075,12345678,566,17,0,1689147999740,2611114,9,0,2120006,9,0,1,"(0,0)",58,23,-10.5,23.5,-80,90.7,15,21,30.5
b075,12345678,666,17,0,1689148000740,2613485,9,0,2122108,9,0,1,"(0,0)",56,23,-10.5,23.5,-80,102.5,15,23,28
b075,12345678,766,17,0,1689148001740,2615623,9,0,2124210,9,0,1,"(0,0)",58,23,-10.5,23.5,-81,90.7,15,22,30
